feature,horizon,IC_mean,RankIC_mean,IC_std,negative_IC_ratio,n_folds,n_samples_mean
cptx_pct_7d,120,-0.02472190997577727,-0.030048611741070777,0.11446390749835647,0.5625,16,182.625
cptx_pct_7d,180,-0.011117186658591042,-0.03615286602000156,0.15133150092182127,0.6,15,182.6
cptx_z30,1,0.004417921539598638,-0.01657516181432039,0.06009323708148236,0.4117647058823529,17,182.7058823529412
cptx_z30,2,-0.010767404145525968,-0.0002361787260945963,0.08887337403776373,0.5294117647058824,17,182.7058823529412
cptx_z30,3,-0.006264798097588808,-0.008396171642972513,0.09301256344925539,0.5882352941176471,17,182.7058823529412
cptx_z30,5,-0.010464813060153993,-0.015577990353906949,0.11429491664150326,0.5882352941176471,17,182.7058823529412
cptx_z30,7,-0.006754901097531605,-0.010889852148149803,0.11215846641317184,0.5294117647058824,17,182.7058823529412
cptx_z30,10,-0.01939838511206556,-0.025138463176260444,0.10634753314371871,0.5294117647058824,17,182.7058823529412
cptx_z30,14,0.005531594586954096,-0.015224837298978066,0.12407389212876949,0.47058823529411764,17,182.7058823529412
cptx_z30,21,0.023565069559355948,0.012805470739511519,0.16031830570336822,0.47058823529411764,17,182.7058823529412
cptx_z30,30,0.01516577689330724,0.010344851946834882,0.13883738476484195,0.47058823529411764,17,182.7058823529412
cptx_z30,45,-0.004394942518506038,-0.026162288246287642,0.1014913566535692,0.5294117647058824,17,182.7058823529412
cptx_z30,60,-0.017245817923617138,-0.039379081505857984,0.12691230725540978,0.6875,16,182.625
cptx_z30,90,-0.050439709026903506,-0.06803234438412412,0.20406112326367,0.625,16,182.625
cptx_z30,120,-0.08729734503083908,-0.09699910056627656,0.22462660561328932,0.6875,16,182.625
cptx_z30,180,-0.07615126090074774,-0.08804076150618485,0.21997702117694984,0.5333333333333333,15,182.6
diff_log1p,1,-0.02099201749443664,-0.0236290537608771,0.07404657034614757,0.6470588235294118,17,182.7058823529412
diff_log1p,2,-0.03271793987133339,-0.04093850350304084,0.10619562442046208,0.6470588235294118,17,182.7058823529412
